,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
9851,Toribash,['Hampa'],"['Hampa', 'Independent']",,"['Online', 'Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",2006-11-01 00:00:00,"['Wii', 'PC']","['Simulation', 'Fighting']",4.0,bad,Teen,"['Animated Blood', 'Fantasy Violence']"
9852,Cruis'n,['JGI (Just Games Interactive)'],['Midway  Games'],"[""Cruis'n""]",['Offline Versus Multiplayer'],2007-11-27 00:00:00,['Wii'],['Racing'],3.0,awful,Everyone,"['Mild Suggestive Themes', 'Mild Violence']"
9853,High School Musical: Makin' the Cut!,['A2M (Artificial Mind and Movement)'],['Disney Interactive Studios'],,"['Number Of Players', 'Local - VS # of Players']",2007-08-14 00:00:00,"['Nintendo DS', 'Wii', 'PlayStation 2']",['Music'],7.5,good,Everyone,['No Descriptors']
9854,Empires: Dawn of the Modern World,['Activision'],['Stainless Steel Studios'],,"['Memory Card', 'Online', 'Number Of Players']",2003-10-21 00:00:00,['PC'],['Strategy'],8.8,great,Teen,"['Blood', 'Violence']"
9855,Gromada,['Buka Entertainment'],['Bethesda  Softworks'],,,2000-06-19 00:00:00,['PC'],['Action'],6.3,okay,Everyone,['Animated Violence']
9856,The Cursed Crusade,['Kylotonn'],['Atlus'],,,2011-10-07 00:00:00,"['Xbox 360', 'PC', 'PlayStation 3']","['Action', 'Adventure']",4.0,bad,Mature,"['Intense Violence', 'Blood and Gore']"
9857,Oddworld: Stranger's Wrath,"['Just Add Water Developments', 'Oddworld Inhabitants']","['Electronic Arts', 'Microids', 'Just Add Water Developments']",['Oddworld'],"['Memory Card', 'Vibration', 'DualShock', 'Dolby Digital 5.1', 'PlayStation Move']",2005-01-25 00:00:00,"['Xbox One', 'PlayStation 5', 'PlayStation 4', 'Xbox Series X|S', 'Nintendo Switch', 'Android', 'iPhone', 'PlayStation 3', 'PlayStation Vita', 'PC', 'Xbox', 'PlayStation 2', 'Wii U']","['Action', 'Adventure']",8.8,great,Teen,"['Crude Humor', 'Language', 'Mild Blood', 'Violence']"
9858,Growlanser: Heritage of War,['Atlus'],['Atlus'],['Growlanser'],"['Number Of Players', 'Memory Card']",2006-08-01 00:00:00,"['PlayStation 3', 'PlayStation 2']",['RPG'],6.0,okay,Teen,"['Language', 'Mild Fantasy Violence']"
9859,Hasbro Family Game Night,['Bright Light Productions'],['Electronic Arts'],,"['Online - VS Number Of Players', 'Downloadable Content', 'Online', 'Number Of Players', 'Local - VS # of Players']",2008-11-11 00:00:00,"['Xbox 360', 'PlayStation 3', 'PlayStation 2', 'Wii']","['Compilation', 'Board Game']",7.0,good,Everyone,['No Descriptors']
9860,Universal Combat,['3000AD'],"['DreamCatcher Interactive', '3000AD']",,"['Number Of Players', 'Memory Card']",2004-02-05 00:00:00,['PC'],['Strategy'],5.9,mediocre,Teen,['Violence']
9861,Big Bass Arcade,['Big John Games'],['Big John Games'],,['Number Of Players'],2011-05-16 00:00:00,['Wii'],['Hunting'],7.0,good,Everyone,['No Descriptors']
9862,Swamp Buggy Racing,['Daylight Productions'],"['GT Interactive', 'WizardWorks']",,['Number Of Players'],2000-01-15 00:00:00,['PC'],['Racing'],1.9,unbearable,Everyone,
9863,The Amazing Spider-Man 2,"['Beenox', 'High Voltage Software']",['Activision'],"['Spider-Man', 'Marvel']",,2014-04-29 00:00:00,"['Wii U', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 4', 'PC', 'PlayStation 3', 'Xbox One']","['Action', 'Open-World']",5.4,mediocre,Teen,"['Mild Violence', 'Mild Blood', 'Mild Suggestive Themes', 'Violence']"
9864,Hasbro Family Game Night: Connect 4x4,['Electronic Arts'],['Electronic Arts'],,,2010-08-25 00:00:00,['Xbox 360'],['Board Game'],2.5,painful,Everyone,
9865,iStunt 2,['Miniclip.com'],['Miniclip.com'],,['Number Of Players'],2011-03-09 00:00:00,"['Windows Phone', 'iPhone']",['Sports'],8.0,great,,
9866,Th3 Plan,"['Monte Cristo', 'Eko Software']","['TBA', 'Crave Entertainment', 'Monte Cristo']",,,2006-03-24 00:00:00,"['PlayStation 2', 'PC']",['Strategy'],6.5,okay,,
9867,Mace: The Dark Age,"['Atari Games', 'Midway Games West']",['Midway  Games'],,"['Memory Card', 'Offline Versus Multiplayer']",1997-10-01 00:00:00,"['Nintendo 64', 'Arcade', 'PC']",['Fighting'],7.1,good,Mature,"['Animated Violence', 'Animated Blood']"
9868,NFL Street,['EA Tiburon'],['Electronic Arts'],['NFL Street'],"['Broadband', 'Dolby Pro Logic II', 'Keyboard Support', 'Number Of Players', '16:9', 'DualShock', 'Memory Card', 'Custom Soundtrack', 'Dolby Digital', '480p', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']",2004-01-13 00:00:00,"['GameCube', 'Xbox', 'PlayStation 2']","['Sports', 'Action', 'Football']",9.2,amazing,Everyone,"['Mild Violence', 'Mild Realistic Violence', 'Mild Animated Violence']"
9869,World Series Baseball 2K2,"['Exile Interactive', 'Blue Shift']","['Fillpoint', 'SEGA', 'Visual Concepts']",,"['Vibration', 'Online', 'Number Of Players', 'Memory Card']",2001-08-15 00:00:00,['Dreamcast'],['Sports'],8.7,great,Everyone,
9870,Phantasy Star IV,"['SEGA', '3D Ages', 'Sonic Team']","['SEGA', '3D Ages']",['Phantasy Star'],"['Memory Card', 'Vibration', 'DualShock', 'Stereo Surround']",1994-01-01 00:00:00,"['PC', 'Wii', 'Genesis', 'PlayStation 2']",['RPG'],9.0,amazing,,"['Mild Sexual Themes', 'Mild Suggestive Themes', 'Animated Violence', 'Fantasy Violence']"
9871,Dark Sector,"['Digital Extremes', 'Noviy Disk']","['D3 Publisher', 'Aspyr']",,"['Vibration', 'DualShock']",2008-03-25 00:00:00,"['PC', 'PlayStation 3', 'Xbox 360']",['Shooter'],7.7,good,Mature,"['Strong Language; Blood and Gore', 'Blood and Gore', 'Strong Language', 'Intense Violence']"
9872,737 for Fly!,"['Wilco Publishing', 'Terminal Reality']","['Wilco Publishing', 'Terminal Reality', 'Gathering of Developers (aka GOD Games)']",,"['DualShock', 'Number Of Players']",1999-08-24 00:00:00,"['PC', 'Macintosh']","['Flight', 'Simulation']",6.0,okay,,
9873,Delta Force 2,['NovaLogic'],['NovaLogic'],,"['Number Of Players', 'Online']",1999-11-03 00:00:00,['PC'],['Shooter'],7.5,good,Teen,"['Animated Blood', 'Animated Violence']"
9874,Milo's Astro Lanes,['Player 1'],"['Crave Entertainment', 'SVG Distribution']",,"['Memory Card', 'Vibration', 'Offline Versus Multiplayer']",1998-11-24 00:00:00,['Nintendo 64'],['Action'],6.1,okay,Everyone,
9875,Ghostbusters: The Video Game,['Terminal Reality'],"['Sony Computer Entertainment', 'Atari']",['Ghostbusters'],"['Vibration', 'DualShock']",2009-06-16 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],8.4,great,Everyone 10+,"['Mild Language', 'Language', 'Fantasy Violence', 'Comic Mischief']"
9876,Beach Spikers,['SEGA-AM2'],"['SEGA', 'ACE (2)']",,"['Memory Card', 'Number Of Players', '480p', 'Memory Blocks']",2002-07-19 00:00:00,['GameCube'],['Sports'],8.2,great,Everyone,['Suitable for Persons Ages Six and Older']
9877,Star Wars Galaxies: An Empire Divided,['Sony Online Entertainment'],['LucasArts'],"['Star Wars', 'Star Wars Galaxies']","['Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Online', 'Online Co-Op Multiplayer', 'Hard Drive Supported', 'Online Versus Multiplayer']",2003-06-25 00:00:00,['PC'],"['RPG', 'MMO']",8.0,great,Teen,['Violence']
9878,Eliminate,['ngmoco'],['ngmoco'],,"['Online', 'Number Of Players', 'Online - VS Number Of Players', 'Online Versus Multiplayer']",,['iPhone'],['Shooter'],7.4,good,,
9879,Urban Chaos,['Mucky Foot'],"['Eidos Interactive', 'Fillpoint', 'Electro Source']",,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'EAX']",1999-12-18 00:00:00,"['Dreamcast', 'PlayStation', 'PC']","['Adventure', 'Action']",4.5,bad,Mature,"['Animated Blood', 'Strong Language', 'Animated Violence']"
9880,Marine Sharpshooter II: Jungle Warfare,['Jarhead Games'],['Groove Games'],,"['Number Of Players', 'Memory Card']",2004-06-22 00:00:00,['PC'],['Shooter'],5.0,mediocre,Mature,"['Blood', 'Strong Language', 'Violence']"
9881,Dante's Inferno,['Visceral Games'],['Electronic Arts'],"[""Dante's Inferno [EA]""]",['Number Of Players'],2010-02-04 00:00:00,"['Xbox 360', 'PlayStation 3']",['Action'],7.5,good,Mature,"['Sexual Content', 'Blood and Gore', 'Intense Violence', 'Nudity']"
9882,Surf's Up,"['Gameloft', 'Ubisoft Quebec', 'Ubisoft Montreal']","['Gameloft', 'Ubisoft']","[""Surf's Up""]","['Number Of Players', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Online - VS Number Of Players', 'Online', 'Memory Card', 'Single-Cartridge Downloadable Multiplayer']",2007-05-22 00:00:00,"['Nintendo DS', 'PlayStation Portable', 'PC', 'PlayStation 2', 'PlayStation 3', 'Xbox 360', 'Game Boy Advance', 'Wireless', 'Wii', 'GameCube']",['Action'],7.8,good,,
9883,Dragon Quest Builders,,['Square Enix'],['Dragon Quest / Dragon Warrior'],,2016-01-28 00:00:00,"['Android', 'iPhone', 'Nintendo Switch', 'PlayStation 4', 'PlayStation Vita', 'PlayStation 3']",['RPG'],8.9,great,Everyone 10+,"['Alcohol Reference', 'Fantasy Violence', 'Mild Blood', 'Mild Language', 'Mild Suggestive Themes', 'Indicates possible exposure to unfiltered/uncensored user-generated content', 'including user-to-user interactions and media sharing via social media and networks']"
9884,Zumba Fitness World Party,['Zoe Mode'],['Majesco'],['Zumba Fitness'],"['Offline Versus Multiplayer', 'Kinect']",2013-11-05 00:00:00,"['Xbox One', 'Wii U', 'Xbox 360', 'Wii']","['Fitness', 'Productivity']",7.2,good,Everyone,"['Mild Lyrics', 'Mild Suggestive Themes']"
9885,Xbox One S All-Digital Edition,['Microsoft'],['Microsoft'],,,,['Xbox One'],['Hardware'],8.5,great,,
9886,Major Mayhem,,,,,2011-11-10 00:00:00,['iPhone'],['Action'],8.5,great,,
9887,Rogue Ops,['Bits Studios'],"['Ingram Entertainment', 'Kemco']",,"['Memory Card', 'Number Of Players', 'DualShock', 'Vibration', '480p']",2003-10-28 00:00:00,"['PlayStation 2', 'Xbox', 'GameCube']","['Action', 'Adventure']",7.5,good,Mature,"['Blood', 'Mild Language', 'Violence']"
9888,Bridge Constructor Portal,['ClockStone Software'],"['Valve', 'Headup Games']","['Portal', 'Bridge Constructor']",['Steam Deck Verified'],2017-12-20 00:00:00,"['PlayStation 4', 'Nintendo Switch', 'Xbox One', 'iPhone', 'PC', 'Android']",['Puzzle'],8.0,great,Everyone 10+,['Fantasy Violence']
9889,Fireblade,['Kuju  Entertainment'],"['ACE (2)', 'Midway  Games']",,"['Number Of Players', '480p', 'Memory Card', 'DualShock', 'Memory Blocks']",2002-06-17 00:00:00,"['GameCube', 'Xbox', 'PlayStation 2']",['Action'],7.3,good,Teen,"['Animated Violence', 'Realistic Violence', 'Blood and Gore']"
9890,Sonic Gems Collection,['Sonic Team'],['SEGA'],['Sonic the Hedgehog'],['Memory Card'],2005-08-11 00:00:00,"['GameCube', 'PlayStation 2']","['Action', 'Compilation']",7.5,good,Everyone,['Cartoon Violence']
9891,"Carnival Games: Monkey See, Monkey Do",['Cat Daddy Games'],['2K Play'],,['Kinect'],2011-04-05 00:00:00,['Xbox 360'],['Party'],6.0,okay,Everyone,['No Descriptors']
9892,Mega Man Maverick Hunter X,['Capcom'],['Capcom'],['Mega Man'],['Memory Card'],2006-02-02 00:00:00,['PlayStation Portable'],['Action'],8.0,great,Everyone 10+,['Violence']
9893,Sacred 3,['Keen Games'],['Deep Silver'],['Sacred'],['Steam Deck Verified'],2014-08-05 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['RPG'],6.5,okay,Mature,"['Blood', 'Suggestive Themes', 'Violence', 'Includes online features that may expose players to unrated user-generated content']"
9894,The Moment of Silence,['House of Tales'],"['The Adventure Company', 'Digital Jesters']",,"['Number Of Players', 'Memory Card']",2004-12-31 00:00:00,['PC'],['Adventure'],6.9,okay,Teen,"['Blood', 'Mild Language', 'Violence']"
9895,Zeit 2,['Brightside Games'],['Ubisoft'],,['Number Of Players'],2011-01-12 00:00:00,"['PC', 'Xbox 360']",['Shooter'],7.0,good,Everyone,['Mild Fantasy Violence']
9896,Fantastic Four,['Probe'],"['Electro Source', 'Acclaim Entertainment']",['Fantastic Four'],['Number Of Players'],1997-11-17 00:00:00,['PlayStation'],['Action'],1.0,unbearable,Everyone,['Animated Violence']
9897,Zombie Gunship,['Limbic Software'],['Limbic Software'],,,2011-07-21 00:00:00,['iPhone'],['Shooter'],9.0,amazing,,
9898,Breakneck,['Synetic'],"['SouthPeak Games', 'Synetic']",,"['Online - VS Number Of Players', 'Steering Wheel Support', 'Vibration', 'Online', 'Local - VS # of Players', 'Number Of Players']",1998-10-30 00:00:00,['PC'],['Racing'],8.2,great,Everyone,['Animated Violence']
9899,Virtual Pool,"['Interplay', 'Celeris Corporation']","['Interplay', 'Electro Source']",,"['Number Of Players', 'Memory Card', 'Online']",1996-08-24 00:00:00,"['PC', 'PlayStation', 'Macintosh']","['Sports', 'Compilation']",7.0,good,Everyone,['No Descriptors']
9900,Wild Wild Train,['Stratogon Entertainment'],['Promoideas'],,,2009-07-29 00:00:00,['iPhone'],"['Puzzle', 'Action']",8.0,great,,
9901,Tony Hawk's Pro Skater [N-Gage],"['Neversoft Entertainment', 'Ideaworks 3D']",['Activision'],['Tony Hawk Pro Skater'],"['Online', 'System Link / LAN', 'Offline Versus Multiplayer']",2003-10-13 00:00:00,[],"['Sports', 'Skateboarding']",8.8,great,Teen,['Mild Lyrics']
9902,City Connection,['Jaleco'],"['Nintendo', 'Jaleco', 'Hamster Corporation']",['Arcade Archives'],,1985-09-27 00:00:00,"['Nintendo Switch', 'Wii U', 'PlayStation 4', 'Nintendo 3DS', 'Wii', 'NES', 'Arcade', 'PC']","['Action', 'Racing']",5.0,mediocre,Everyone,"['Comic Mischief', 'Tobacco Reference {DUPE}']"
9903,Gradius ReBirth,['Konami'],['Konami'],['Gradius'],,2009-03-09 00:00:00,['Wii'],['Shooter'],7.0,good,Everyone,['Mild Fantasy Violence']
9904,Galaxy Force II,"['CRI', 'SEGA']",['SEGA'],,['Memory Card'],1988-06-01 00:00:00,"['PC', 'Wii', 'PlayStation 2', 'Saturn', 'Genesis', 'Arcade', 'Commodore 64/128']","['Action', 'Shooter', 'Compilation']",4.0,bad,Everyone,['Fantasy Violence']
9905,Split/Second [PSP],"['Sumo Digital', 'Black Rock Studio']",['Disney Interactive Studios'],,"['Multi-cartridge Multiplayer', 'Offline Versus Multiplayer']",2010-11-16 00:00:00,['PlayStation Portable'],['Racing'],5.0,mediocre,Everyone 10+,['Violence']
9906,Wild Blood,,['Gameloft'],,,,['iPhone'],,7.0,good,,
9907,Boarder Zone,"['Software Creations', 'Housemarque']","['Infogrames', 'Electro Source']",,"['Number Of Players', 'Memory Card', 'Vibration', 'Online', 'DualShock']",1999-12-15 00:00:00,"['PC', 'Game Boy Color', 'Dreamcast']",['Sports'],7.0,good,Teen,['Mild Language']
9908,SteamWorld Quest: Hand of Gilgamech,['Image & Form International AB'],['Thunderful'],['SteamWorld'],['Steam Deck Verified'],2019-04-25 00:00:00,"['Stadia', 'Nintendo Switch']","['RPG', 'Card']",8.6,great,Everyone 10+,"['Fantasy Violence', 'Mild Language']"
9909,Professor Layton and the Azran Legacy,['Level-5'],['Nintendo'],['Professor Layton'],,2013-11-08 00:00:00,['Nintendo 3DS'],['Adventure'],8.5,great,Everyone 10+,"['Includes online features that may expose players to unrated user-generated content ', 'Mild Violence', 'Use of Alcohol']"
9910,Grid 2,['Codemasters'],['Codemasters'],['Grid [Codemasters]'],,2013-05-28 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Racing'],8.0,great,Everyone,"['No Descriptors', 'Includes online features that may expose players to unrated user-generated content']"
9911,A Collection of Intellivision Classic Games,"['Activision', 'LTI Gray Matter']","['Activision', 'Fillpoint']",,"['Memory Card', 'Number Of Players', 'DualShock']",1999-10-30 00:00:00,['PlayStation'],['Action'],4.0,bad,Everyone,['Animated Violence']
9912,Finger Connection,['SIE Japan Studio'],['Sony Computer Entertainment'],,"['Number Of Players', 'Local - VS # of Players']",2010-05-05 00:00:00,['PlayStation Portable'],['Party'],2.0,painful,Everyone,
9913,TimeSplitters 2,['Free Radical Design'],['Eidos Interactive'],['Timesplitters'],"['Memory Card', 'Vibration', 'DualShock', 'Dolby Digital', '480p', 'System Link / LAN', 'Offline Versus Multiplayer']",2002-10-08 00:00:00,"['PlayStation 2', 'GameCube', 'Xbox']",['Shooter'],9.1,amazing,Teen,"['Realistic Violence', 'Violence', 'Animated Violence']"
9914,Adventure Time: Explore the Dungeon Because I Don't Know!,['WayForward Technologies'],"['Bandai Namco Games', 'D3 Publisher']",['Adventure Time'],['Offline Co-Op Multiplayer'],2013-11-15 00:00:00,"['Xbox 360', 'Nintendo 3DS', 'PlayStation 3', 'PC', 'Wii U']",['Adventure'],3.5,awful,Everyone 10+,"['Comic Mischief', 'Cartoon Violence', 'Cartoon Violence', 'Comic Mischief']"
9915,All-Pro Football 2K8,['Visual Concepts'],['2K Sports'],,['Online'],2007-07-16 00:00:00,"['PlayStation 3', 'Xbox 360']",['Sports'],7.6,good,Everyone 10+,['Mild Language']
9916,Brothers in Arms: Global Front,['Gameloft'],['Gameloft'],['Brothers in Arms'],"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'System Link / LAN']",2010-02-28 00:00:00,['iPhone'],['Shooter'],7.7,good,,
9917,Risk II,['Deep Red Games'],"['MacSoft', 'Hasbro Interactive']",['Risk [Board Game]'],"['Number Of Players', 'Memory Card', 'Online']",2000-03-22 00:00:00,"['Macintosh', 'PC']",['Strategy'],8.3,great,Everyone,['Violence']
9918,Slay the Spire,['Megacrit'],['Megacrit'],['Slay the Spire'],['Steam Deck Verified'],2019-01-23 00:00:00,"['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC']","['Card', 'Battle', 'Roguelike / Rogue-Lite']",9.0,amazing,Everyone 10+,"['Fantasy Violence', 'Mild Blood', 'Tobacco Reference']"
9919,MLB 2004,['989 Sports'],"['Sony Computer Entertainment', 'Ingram Entertainment']",,"['Memory Card', 'Dolby Pro Logic II', 'Vibration', 'Stereo Surround', 'DualShock', 'Number Of Players']",2003-03-11 00:00:00,['PlayStation 2'],['Sports'],4.9,bad,Everyone,
9920,Echochrome II,['Game Yaruoze'],['Sony Computer Entertainment'],['Echochrome / Echoshift'],['PlayStation Move'],2010-12-21 00:00:00,['PlayStation 3'],['Puzzle'],7.0,good,Everyone,['No Descriptors']
9921,Dora the Explorer: Dora Saves the Snow Princess,"['High Voltage Software', 'Black Lantern Studios']","['2K Play', 'Nickelodeon Interactive']",['Dora the Explorer'],['Number Of Players'],2008-09-24 00:00:00,"['PlayStation 3', 'Wii', 'Nintendo DS', 'PlayStation 2', 'Macintosh', 'PC']",['Adventure'],3.5,awful,Everyone,['No Descriptors']
9922,Serious Sam: Double D,"[""Mommy's Best Games""]",['Croteam'],['Serious Sam'],['Number Of Players'],2011-08-30 00:00:00,"['Xbox 360', 'PC', 'PlayStation 3']",['Shooter'],7.0,good,Mature,"['Strong Language', 'Violence', 'Blood and Gore']"
9923,Suzuki Alstare Racing,['Criterion Games'],['Ubisoft'],,['Number Of Players'],1999-11-10 00:00:00,['Dreamcast'],['Racing'],4.0,bad,Everyone,['No Descriptors']
9924,Rumble Roses XX,"[""Yuke's Media Creations""]","['Konami', 'Ingram Entertainment']",,"['Number Of Players', '720p', 'Online', 'Memory Card', 'Dolby Digital 5.1']",2006-03-28 00:00:00,['Xbox 360'],['Wrestling'],6.5,okay,Mature,"['Mild Language', 'Partial Nudity', 'Sexual Themes', 'Violence']"
9925,Blast Off,['Halfbrick Studios'],['Halfbrick Studios'],,['Number Of Players'],2009-03-27 00:00:00,"['PlayStation Portable', 'Xbox 360']",['Action'],8.5,great,,
9926,Spy Mouse,['Firemint'],['Firemint'],,,2011-11-03 00:00:00,['iPhone'],"['Puzzle', 'Adventure']",7.0,good,,
9927,Chessmaster,['Ubisoft'],"['Ubisoft', 'Ingram Entertainment']",,"['Online', 'Number Of Players', 'Memory Blocks', 'Vibration', 'DualShock', 'Memory Card']",2003-06-02 00:00:00,"['Xbox', 'PlayStation 2', 'GameCube']","['Chess', 'Board Game']",8.5,great,Everyone,"['No Descriptors', 'Mild Fantasy Violence']"
9928,Crysis 2,['Crytek Studios'],['Electronic Arts'],['Crysis'],,2011-03-22 00:00:00,"['PlayStation 3', 'Xbox 360', 'PC']",['Shooter'],9.0,amazing,Mature,"['Violence', 'Blood', 'Strong Language', 'Partial Nudity']"
9929,EverQuest II,['Sony Online Entertainment'],"['Sony Online Entertainment', 'Ingram Entertainment']",['EverQuest'],"['EAX', 'Online', 'Number Of Players']",2004-11-08 00:00:00,['PC'],['RPG'],8.5,great,Teen,"['Use of Alcohol', 'Violence', 'Suggestive Themes']"
9930,Duel Masters: Sempai Legends,['Mistic Software'],"['Ingram Entertainment', 'Atari']",,"['Cartridge Save', 'Number Of Players', 'Multi-cartridge Multiplayer']",2003-08-07 00:00:00,['Game Boy Advance'],"['Card', 'RPG']",8.0,great,,
9931,Fastlane Street Racing,['ATOD AB'],['ATOD AB'],,['Number Of Players'],2008-12-31 00:00:00,['iPhone'],['Racing'],5.0,mediocre,,
9932,Deep Fighter,"['Criterion Games', 'Ubisoft']","['Ubisoft', 'ACE (2)']",,"['Online', 'Number Of Players', 'DualShock', 'Memory Card']",2000-08-22 00:00:00,"['PC', 'Dreamcast']",['Action'],8.2,great,Teen,"['Animated Violence', 'Blood']"
9933,A Virus Named Tom,['Misfits Attic'],['Misfits Attic'],,,2012-08-01 00:00:00,"['PlayStation Vita', 'PC', 'Xbox 360', 'PlayStation 3']","['Puzzle', 'Action']",7.0,good,Everyone,"['Mild Fantasy Violence', 'Use of Tobacco']"
9934,Star Wars: The Force Unleashed [LucasArts],['LucasArts'],['LucasArts'],['Star Wars'],['Number Of Players'],2008-09-16 00:00:00,"['Xbox 360', 'PlayStation 3']",['Action'],7.3,good,Teen,['Fantasy Violence']
9935,Tom Clancy's The Division 2: Warlords of New York,['Massive Entertainment'],['Ubisoft'],['The Division'],,2020-03-03 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']","['Shooter', 'DLC / Expansion']",8.0,great,Mature,"['Blood', 'Drug Reference', 'Intense Violence', 'Strong Language', ' Users Interact', ' In-Game Purchases']"
9936,Gretzky NHL 06,['Page 44 Studios'],"['Sony Computer Entertainment', 'SCEA']",['NHL FaceOff / Gretzky NHL'],"['Number Of Players', 'Memory Card', 'Online', 'Gaming Camera']",2005-09-20 00:00:00,['PlayStation 2'],['Sports'],6.8,okay,Everyone 10+,['Violence']
9937,Ninjatown: Trees of Doom,['Venan Entertainment'],['Venan Entertainment'],,,2010-05-06 00:00:00,['iPhone'],['Action'],7.0,good,,
9938,The Broken Land,['Arc Platinous Family'],['Arc Media'],,['Number Of Players'],2000-12-21 00:00:00,['PC'],"['Action', 'RPG']",3.7,awful,Teen,"['Animated Blood', 'Animated Violence']"
9939,Bloodforge,['Climax Studios'],['Microsoft Game Studios'],,,2012-04-25 00:00:00,['Xbox 360'],['Action'],4.0,bad,Mature,"['Blood and Gore', 'Intense Violence', 'Language', 'Partial Nudity', 'Suggestive Themes']"
9940,Space Hulk,"['Full Control Games', 'Games Workshop']","['Full Control Games', 'Hoplite Research']",['Warhammer'],['Online'],2013-08-15 00:00:00,"['PlayStation 4', 'Wii U', 'PlayStation Vita', 'PlayStation 3', 'iPhone', 'PC', 'Macintosh']",['Strategy'],6.7,okay,Teen,"['Violence', 'Blood', 'Violence', 'Blood and Gore']"
9941,X's & O's Football,['Skyworks Interactive'],['Skyworks Interactive'],,,2009-01-01 00:00:00,['iPhone'],['Sports'],7.4,good,,
9942,SSX [2012],['EA Canada'],['Electronic Arts'],['SSX'],"['Online', 'Online Versus Multiplayer']",2012-02-28 00:00:00,"['Xbox 360', 'PlayStation 3']","['Sports', 'Extreme Sports', 'Snowboarding']",9.0,amazing,Everyone,"['Mild Lyrics', 'Mild Violence']"
9943,Ghosts 'N Goblins: Gold Knights II,['Capcom'],['Capcom'],"[""Ghosts 'N Goblins / Ghouls 'N Ghosts""]",['Downloadable Content'],2010-08-12 00:00:00,['iPhone'],['Action'],7.0,good,,
9944,Gauntlet,['Arrowhead Game Studios'],['Warner Bros. Games'],['Gauntlet'],"['Offline Co-Op Multiplayer', 'Online Co-Op Multiplayer']",2014-09-23 00:00:00,"['PlayStation 4', 'PC']",['Action'],7.1,good,Mature,"['Violence', 'Blood and Gore']"
9945,Zanac,['Compile'],"['D4 Enterprise', 'Compile', 'FCI', 'Pony Canyon']",,['Number Of Players'],1986-11-28 00:00:00,"['Wii', 'NES', 'Game Boy']","['Shooter', 'Action']",6.5,okay,Everyone,['Mild Fantasy Violence']
9946,Nobunaga's Ambition,['Koei'],['Koei'],"[""Nobunaga's Ambition""]","['Number Of Players', 'Memory Card']",1988-03-18 00:00:00,"['Wii U', 'Wii', 'Game Boy Advance', 'Super Nintendo Entertainment System', 'Genesis', 'NES']",['Strategy'],7.0,good,Teen,"['Violent References', 'Animated Violence']"
9947,Deus Ex: Human Revolution -- The Missing Link,['Eidos Montreal'],['Square Enix'],,['Number Of Players'],2011-10-18 00:00:00,"['PC', 'PlayStation 3', 'Xbox 360']",['Shooter'],8.0,great,Mature,"['Blood', 'Drug Reference', 'Use of Alcohol', 'Strong Language', 'Sexual Themes', 'Intense Violence']"
9948,Guacamelee! 2,['DrinkBox Studios'],['DrinkBox Studios'],['Guacamelee'],"['Offline Co-Op Multiplayer', 'Steam Deck Verified']",2018-08-21 00:00:00,"['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC']","['Action', 'Adventure', 'Platformer', ""Beat 'Em Up""]",9.3,amazing,Everyone 10+,"['Fantasy Violence', 'Alcohol Reference', 'Mild Language']"
9949,Xenosaga Episode III: Also Sprach Zarathustra,['Monolith Software (JP)'],['Namco'],['Xenosaga'],"['DualShock', 'Number Of Players', 'Vibration', 'Memory Card']",2006-07-06 00:00:00,['PlayStation 2'],['RPG'],8.0,great,Teen,"['Mild Language', 'Realistic Violence', 'Suggestive Themes']"
9950,Dance Dance Revolution 2nd Mix: Dreamcast Edition,['Konami TYO'],['Konami'],"['DDR - Dance Dance Revolution', 'Bemani']","['Number Of Players', 'Memory Blocks']",2000-02-17 00:00:00,['Dreamcast'],['Music'],8.0,great,,
9951,Devil May Cry 4 -- Special Edition,['Capcom Production Studio 1'],['Capcom'],['Devil May Cry'],,2015-06-23 00:00:00,"['PC', 'PlayStation 4', 'Xbox One']",['Action'],7.5,good,Mature,"['Language', 'Violence', 'Sexual Themes', 'Blood', 'Partial Nudity']"
9952,Fury League,['Auran'],"['Gamecock', 'Codemasters']",,,2007-10-14 00:00:00,['PC'],"['Action', 'RPG']",6.5,okay,Teen,"['Mild Blood', 'Mild Suggestive Themes', 'Violence']"
