,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
2497,Dark Age of Camelot: Shrouded Isles,"['Mythic Entertainment', 'Abandon Interactive Entertainment']","['Vivendi Games', 'Mythic Entertainment']",['Dark Age of Camelot'],"['Number Of Players', 'Memory Card', 'Online']",2002-11-12 00:00:00,['PC'],"['RPG', 'DLC / Expansion']",8.7,great,Teen,['Violence']
2498,Dead Rising: Chop Til You Drop,['Capcom'],['Capcom'],['Dead Rising'],['Number Of Players'],2009-02-19 00:00:00,['Wii'],['Action'],6.9,okay,Mature,"['Language', 'Intense Violence', 'Blood and Gore']"
2499,Assassin's Creed Valhalla,['Ubisoft Montreal'],['Ubisoft'],"[""Assassin's Creed""]",,2020-11-10 00:00:00,"['PlayStation 5', 'PlayStation 4', 'Xbox Series X|S', 'Stadia', 'PC', 'Xbox One']","['Action', 'Adventure']",8.0,great,Mature,"['Partial Nudity', 'Sexual Themes', 'Strong Language', 'Use of Drugs', 'Blood and Gore', 'Intense Violence', 'Use of Alcohol', ' In-Game Purchases', ' Users Interact']"
2500,Mike Tyson Boxing,"['Virtucraft Ltd.', 'Codemasters']","['Ubisoft', 'ACE (2)', 'Codemasters']",,"['Number Of Players', 'DualShock', 'Memory Card', 'Vibration']",2000-10-25 00:00:00,"['Game Boy Advance', 'PlayStation']",['Sports'],4.8,bad,Everyone,['Violence']
2501,Pac-Man World 3,"['HumanSoft', 'Blitz Games', 'Namco Hometek']","['Electronic Arts', 'Namco']",['Pac-Man'],['Memory Card'],2005-11-15 00:00:00,"['PC', 'GameCube', 'PlayStation Portable', 'Nintendo DS', 'Xbox', 'PlayStation 2']",['Platformer'],4.0,bad,Everyone,"['Cartoon Violence', 'Mild Cartoon Violence']"
2502,Trigger Man,"['Point of View', 'Wizbang! Software Productions']","['Crave Entertainment', 'Ingram Entertainment']",,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround']",2004-09-28 00:00:00,"['PlayStation 2', 'GameCube', 'Xbox']",['Shooter'],2.0,painful,Teen,['Violence']
2503,Chopper Attack,['Seta Corporation'],"['Electro Source', 'Midway  Games']",,"['Vibration', 'Memory Card', 'Number Of Players']",1997-11-28 00:00:00,['Nintendo 64'],['Action'],5.6,mediocre,Teen,['Animated Violence']
2504,Half-Life,"['Valve', 'Gearbox Software']",['Sierra Studios'],['Half-Life'],"['Memory Card', 'Vibration', 'DualShock', 'Online', 'Steam Deck Playable']",1998-11-19 00:00:00,"['PlayStation 2', 'Macintosh', 'PC']","['Shooter', 'First-Person']",9.5,amazing,Mature,"['Language', 'Blood and Gore', 'Violence', 'Intense Violence']"
2505,Muscle Car 2: American Spirit,['Silverfish Studios'],"['Take-Two Interactive ', 'Global Star']",,"['Memory Card', 'DualShock', 'Number Of Players']",2002-06-04 00:00:00,['PC'],['Racing'],1.5,unbearable,Everyone,['No Descriptors']
2506,EarthBound Beginnings,"['Ape Inc.', 'Nintendo Tokyo Products Research & Development']",['Nintendo'],['EarthBound (Mother)'],,1989-07-27 00:00:00,"['Nintendo Switch', 'Wii U', 'NES']",['RPG'],6.5,okay,,
2507,Ratchet & Clank: Going Commando,"['Insomniac Games', 'Idol Minds Digital Entertainment']",['Sony Computer Entertainment'],['Ratchet and Clank'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Memory Blocks', 'Dolby Pro Logic II', '16:9', '480p']",2003-11-11 00:00:00,"['PlayStation 3', 'PlayStation 2', 'PlayStation Vita']","['Platformer', 'Sampler']",9.4,amazing,Everyone 10+,"['Animated Blood', 'Comic Mischief', 'Fantasy Violence', 'Mild Language']"
2508,Past Cure,['Phantom 8'],,,,2018-02-23 00:00:00,"['PC', 'Xbox One', 'PlayStation 4']",['Action'],5.8,mediocre,Mature,"['Blood', 'Partial Nudity', 'Strong Language', 'Violence']"
2509,Darkest of Days,['8monkey Labs'],['Phantom EFX'],,,2009-09-08 00:00:00,"['Xbox 360', 'PC']",['Shooter'],3.6,awful,Mature,"['Blood', 'Strong Language', 'Violence']"
2510,Gods Will Be Watching,['Deconstructeam'],['Devolver Digital'],,,2014-07-24 00:00:00,"['Macintosh', 'PC', 'Android', 'iPhone']",['Adventure'],8.0,great,,
2511,Warlock: Master of the Arcane,['Ino-Co'],['Paradox  Interactive'],,,2012-05-08 00:00:00,['PC'],['Strategy'],7.5,good,Everyone 10+,"['Alcohol Reference', 'Fantasy Violence', 'Mild Blood']"
2512,Brothers in Arms: Hour of Heroes,['Gameloft'],['Gameloft'],['Brothers in Arms'],['Number Of Players'],2008-11-28 00:00:00,['iPhone'],['Action'],6.0,okay,,
2513,Go! Puzzle,"['Cohort Studios', 'Zoonami']",['Sony Computer Entertainment'],,"['Online', 'Offline Versus Multiplayer']",2007-06-01 00:00:00,['PlayStation 3'],"['Puzzle', 'Compilation']",6.3,okay,Everyone,['Comic Mischief']
2514,Paper Mario: The Thousand-Year Door,['Intelligent Systems'],['Nintendo'],"['Mario', 'Paper Mario']","['Memory Card', 'Memory Blocks', 'Dolby Pro Logic II', '480p']",2004-07-22 00:00:00,['GameCube'],['RPG'],9.1,amazing,Everyone,['Mild Cartoon Violence']
2515,WordFu,['ngmoco'],['ngmoco'],,,2009-02-27 00:00:00,['iPhone'],"['Educational', 'Action']",7.5,good,,
2516,Europa 1400: The Guild,"['JoWooD Entertainment AG', '4HEAD Studios']","['Aspyr', 'JoWooD Entertainment AG']",['The Guild'],['Online'],2002-11-19 00:00:00,['PC'],"['Compilation', 'Simulation']",8.5,great,Teen,['Mild Violence']
2517,Blood Drive,['Sidhe'],['Activision'],,"['Number Of Players', 'Online', 'Online - VS Number Of Players']",2010-11-02 00:00:00,"['Xbox 360', 'PlayStation 3']",['Action'],5.5,mediocre,Mature,"['Blood and Gore', 'Strong Language', 'Suggestive Themes', 'Violence']"
2518,SEGA Genesis Ultimate Collection,['SEGA'],['SEGA'],,"['Number Of Players', 'Local - VS # of Players']",2009-02-10 00:00:00,"['iPhone', 'Xbox 360', 'PlayStation 3']","['Compilation', 'Action']",9.0,amazing,,
2519,F1 2012,['Codemasters Studios Birmingham'],['Codemasters'],['F1 - FIA Formula One World Championship'],,2012-09-18 00:00:00,"['Xbox 360', 'PC', 'PlayStation 3']",['Racing'],9.0,amazing,Everyone,['No Descriptors']
2520,Ghostbusters [2016],['FireForge Games'],['Activision'],['Ghostbusters'],['Offline Co-Op Multiplayer'],2016-07-12 00:00:00,"['PlayStation 4', 'Xbox One', 'PC']",['Action'],4.4,bad,Everyone 10+,"['Comic Mischief', 'Fantasy Violence']"
2521,McFarlane's Evil Prophecy,['Konami HWI'],"['Konami', 'Ingram Entertainment']",,"['Memory Card', 'Vibration', 'DualShock', 'Number Of Players', 'Memory Blocks', 'Stereo Surround']",2004-06-15 00:00:00,['PlayStation 2'],"['Action', 'Fighting']",2.5,painful,Mature,"['Blood and Gore', 'Violence']"
2522,MotorStorm,['Evolution Studios'],['Sony Computer Entertainment'],['Motorstorm'],"['Memory Card', 'Memory Blocks', 'Dolby Digital', '16:9', '480p', '720p', 'Online', 'Mic/Headset Voice', 'Broadband', 'Online Versus Multiplayer']",2006-12-14 00:00:00,['PlayStation 3'],['Racing'],8.9,great,Teen,
2523,Rayman Fiesta Run,['Ubisoft Casablanca'],['Ubisoft'],,,2013-03-07 00:00:00,"['PC', 'iPhone', 'Android', 'Windows Phone']",['Platformer'],8.9,great,Everyone,['Mild Fantasy Violence']
2524,The Simpsons Game,['EA Redwood Shores Studio'],['Electronic Arts'],['The Simpsons'],['Number Of Players'],2007-10-30 00:00:00,"['PlayStation 3', 'Xbox 360']",['Action'],7.7,good,Teen,
2525,Pacific Rim,['Reliance Games'],"[""Yuke's Media Creations"", 'Reliance Games']",['Pacific Rim'],,2013-07-11 00:00:00,"['Xbox 360', 'iPhone']",['Action'],5.3,mediocre,Everyone 10+,['Fantasy Violence']
2526,Excalibur 2555 AD,['Tempest'],"['Electro Source', 'Sir-Tech Software', 'Telstar']",,['Number Of Players'],1997-10-25 00:00:00,"['PC', 'PlayStation']","['Action', 'Adventure']",3.0,awful,Teen,"['Animated Violence', 'Blood', 'Animated Blood']"
2527,Final Fantasy XI,['Square Enix'],"['Ubisoft', 'Sony Computer Entertainment', 'Square Enix']",['Final Fantasy'],"['Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Dolby Digital', '16:9', 'Online', 'Dolby Digital 5.1', 'Hard Drive Supported', 'Mouse', 'Keyboard Support']",2002-05-16 00:00:00,"['Xbox 360', 'PlayStation 2', 'PC']","['RPG', 'MMO']",,,Teen,"['Blood', 'Violence', 'Animated Blood', 'Realistic Violence', 'Animated Violence']"
2528,Pirates: Hunt for Blackbeard's Booty,,['Activision'],,,2008-10-28 00:00:00,['Wii'],['Party'],4.0,bad,Everyone,['Cartoon Violence']
2529,WRC 3 FIA World Rally Championship,['Milestone'],['Black Bean'],['WRC FIA World Rally Championship'],['Online'],2012-10-12 00:00:00,"['PlayStation Vita', 'PlayStation 3', 'PC', 'Xbox 360']",['Racing'],5.0,mediocre,Rating Pending,
2530,JetFighter V: Homeland Protector,['Interactive Vision'],['Global Star'],,['Number Of Players'],2003-10-21 00:00:00,['PC'],"['Flight', 'Simulation']",6.4,okay,Teen,['Violence']
2531,Orcs Must Die 2,['Robot Entertainment'],['Robot Entertainment'],['Orcs Must Die'],['Online'],2012-07-30 00:00:00,['PC'],['Strategy'],9.0,amazing,,
2532,Mario Kart 7,"['Retro Studios', 'Nintendo']",['Nintendo'],"['Mario', 'Mario Kart']","['Online - VS Number Of Players', 'Personal Avatar', 'Multi-cartridge Multiplayer', 'Number Of Players', 'Local - VS # of Players', 'Online']",2011-12-01 00:00:00,['Nintendo 3DS'],"['Action', 'Racing']",9.0,amazing,Everyone,['Comic Mischief']
2533,Grand Theft Auto: San Andreas,['Rockstar North'],"['Capcom', 'Rockstar Games']",['GTA - Grand Theft Auto'],"['Number Of Players', 'Memory Card', 'Custom Soundtrack', 'Vibration', 'DualShock', 'Stereo Surround', 'Memory Blocks', 'Dolby Pro Logic II', '16:9', '480p', 'Local - Co-Op # of Players', 'Dolby Digital 5.1', 'EAX']",2004-10-22 00:00:00,"['PlayStation 4', 'Windows Phone', 'Android', 'iPhone', 'PlayStation 3', 'Macintosh', 'Xbox 360', 'PlayStation 2', 'PC', 'Xbox']","['Action', 'Adventure']",9.6,amazing,Mature,"['Intense Violence', 'Strong Language', 'Blood and Gore', 'Strong Sexual Content', 'Blood and Gore', 'Intense Violence', 'Strong Language', 'Strong Sexual Content', 'Use of Drugs', 'Use of Drugs']"
2534,Ghostwire: Tokyo,['Tango Gameworks'],['Bethesda  Softworks'],['Ghostwire'],,2022-03-25 00:00:00,"['PC', 'PlayStation 4', 'PlayStation 5']","['Action', 'Horror']",7.0,good,Teen,"['Language', 'Violence']"
2535,Metal Slug Anthology,"['Terminal Reality', 'SNK Playmore']","['Ingram Entertainment', 'SNK Playmore']",['Metal Slug'],"['Number Of Players', 'Memory Card', 'Local - VS # of Players', 'Multi-cartridge Multiplayer']",2006-11-30 00:00:00,"['PlayStation 4', 'PlayStation 2', 'PlayStation Portable', 'Wii']","['Action', 'Compilation']",7.2,good,Teen,"['Blood', 'Violence', 'Crude Humor']"
2536,Road Blaster,['Revolutionary Concepts'],['Revolutionary Concepts'],,,2011-01-15 00:00:00,['iPhone'],['Racing'],8.0,great,,
2537,Women's Volleyball Championship,['Spike'],"['Spike', 'Agetec']",,"['Number Of Players', 'Local - VS # of Players']",2007-10-25 00:00:00,['PlayStation 2'],['Sports'],2.0,painful,Everyone,
2538,Ultima IX: Ascension,['Origin Systems'],['Origin Systems'],['Ultima'],['EAX'],1999-11-26 00:00:00,['PC'],['RPG'],6.2,okay,Mature,"['Animated Blood and Gore', 'Animated Violence']"
2539,Polar Panic,['Eiconic Games'],['Valcon Games'],,"['Number Of Players', '16:9', '480p', 'Local - VS # of Players', 'Dolby Digital', '720p']",2009-12-22 00:00:00,"['PlayStation 3', 'Xbox 360']",['Action'],7.5,good,Everyone,"['Mild Cartoon Violence', 'Tobacco Reference {DUPE}']"
2540,Joe Danger: The Movie,"['Hello Games', 'Four Door Lemon']","['Hello Games', 'Microsoft']",['Joe Danger'],"['Number Of Players', 'Local - VS # of Players']",2012-09-14 00:00:00,"['PlayStation Vita', 'PC', 'PlayStation 3', 'Xbox 360']",['Action'],8.0,great,Everyone,['Mild Fantasy Violence']
2541,Infinity Blade III,['Chair Entertainment'],['Epic Games'],['Infinity Blade'],,2013-09-18 00:00:00,['iPhone'],"['Fighting', 'Action']",9.1,amazing,,
2542,Alpha Protocol,['Obsidian Entertainment'],['SEGA'],,['Number Of Players'],2010-05-27 00:00:00,"['PlayStation 3', 'Xbox 360', 'PC']","['Action', 'RPG']",6.3,okay,Mature,"['Blood', 'Strong Language', 'Sexual Content', 'Intense Violence', 'Drug Reference']"
2543,Football Manager Live,['Sports Interactive (SI Interactive)'],['SEGA'],['Football Manager'],['Online'],2009-01-23 00:00:00,"['PC', 'Macintosh']","['Sports', 'Simulation']",8.2,great,,
2544,PopCap Hits Vol. 1,['PopCap Games'],['PopCap Games'],,,2007-11-27 00:00:00,['PlayStation 2'],"['Puzzle', 'Compilation']",5.5,mediocre,Everyone,
2545,Ogre Battle 64: Person of Lordly Caliber,['Quest (Japan)'],['Atlus'],['Ogre Battle'],['Cartridge Save'],1999-07-14 00:00:00,"['Wii U', 'Wii', 'Nintendo 64']","['Strategy', 'Real-Time', 'RPG']",8.8,great,Teen,"['Mild Violence', 'Mild Animated Violence', 'Mild Language']"
2546,Battlefield Play4Free,['DICE  (Digital Illusions CE)'],['Electronic Arts'],['Battlefield'],"['Online', 'Online Versus Multiplayer']",2011-03-10 00:00:00,['PC'],['Shooter'],6.0,okay,,
2547,Corsair M65 Gaming Mouse,,['Corsair'],,,,['PC'],['Hardware'],9.0,amazing,,
2548,Toxic Grind,"['Blue Shift', 'Exile Interactive']","['THQ', 'Jack Of All Games', 'ACE (2)']",,"['Memory Card', 'Number Of Players', 'Custom Soundtrack']",2002-10-21 00:00:00,"['Xbox', 'GameCube']",['Sports'],4.9,bad,,
2549,Seven Kingdoms: Conquest,"['Enlight', 'Infinite Interactive']","['DreamCatcher Interactive', 'Enlight']",,"['Online', 'Number Of Players']",2008-03-13 00:00:00,['PC'],['Strategy'],3.0,awful,Teen,"['Blood', 'Fantasy Violence']"
2550,Dig Dug Remix,,['Bandai Namco Games'],,['Number Of Players'],2009-05-07 00:00:00,['iPhone'],['Action'],7.3,good,,
2551,Kid Icarus,['Nintendo R&D1'],['Nintendo'],['Kid Icarus'],,1987-08-01 00:00:00,"['Nintendo Switch', 'Wii U', 'Wii', 'Game Boy Advance', 'NES']",['Platformer'],7.0,good,,
2552,The Elder Scrolls Online: Greymoor,['ZeniMax Online Studios'],['Bethesda  Softworks'],['The Elder Scrolls'],['Online'],2020-05-26 00:00:00,"['Stadia', 'Xbox One', 'PlayStation 4', 'PC']","['RPG', 'DLC / Expansion']",6.0,okay,Mature,"['Blood and Gore', 'Sexual Themes', 'Use of Alcohol', 'Violence', 'Includes online features that may expose players to unrated user-generated content']"
2553,Arcania: Gothic IV,['Spellbound'],['DreamCatcher Interactive'],['Gothic / Arcania'],,2010-10-14 00:00:00,"['PlayStation 4', 'Xbox 360', 'PC', 'PlayStation 3']","['Action', 'RPG']",7.5,good,Teen,"['Use of Tobacco', 'Alcohol Reference', 'Violence', 'Language', 'Blood']"
2554,Zombii Attack,['Gamers Digital'],['Gamers Digital'],,,2012-01-05 00:00:00,['Wii'],['Action'],2.0,painful,Everyone 10+,['Cartoon Violence']
2555,Major Minor's Majestic March,['Nana On-Sha'],['Majesco'],,,2009-03-31 00:00:00,['Wii'],['Music'],5.0,mediocre,Everyone,
2556,Soulcalibur II,['Project Soul'],['Namco'],['Soulcalibur'],"['Memory Card', 'Vibration', 'DualShock', 'Dolby Pro Logic II', '16:9', '480p', '720p', 'Dolby Digital 5.1', 'Offline Versus Multiplayer']",2002-07-30 00:00:00,"['GameCube', 'Xbox', 'PlayStation 2', 'Arcade']",['Fighting'],9.2,amazing,Teen,"['Violence', 'Suggestive Themes', 'Realistic Violence']"
2557,NCAA Final Four 2001,['Killer Game'],"['Sony Computer Entertainment', '989 Sports']",['989 Sports Final Four'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks']",2000-11-02 00:00:00,"['PlayStation 2', 'PlayStation']",['Sports'],4.8,bad,Everyone,
2558,Spider-Man 3 [Past-Gen Version],"['Vicarious Visions', 'Treyarch']",['Activision'],"['Spider-Man', 'Marvel']","['Memory Card', 'Memory Blocks']",2007-05-04 00:00:00,"['PlayStation Portable', 'PlayStation 2', 'Wii']","['Action', 'Adventure']",5.3,mediocre,Teen,"['Violence', 'Mild Language', 'Animated Blood']"
2559,Angry Birds Trilogy,['Rovio'],"['Activision', 'Chillingo']",['Angry Birds'],"['PlayStation Move', 'Kinect']",2012-09-25 00:00:00,"['Wii U', 'Wii', 'PlayStation Vita', 'Xbox 360', 'PlayStation 3', 'Nintendo 3DS']","['Action', 'Puzzle']",7.0,good,Everyone,['Comic Mischief']
2560,The Walking Dead: A Telltale Game Series -- Season One,['Telltale Games'],['Telltale Games'],['The Walking Dead'],['Number Of Players'],2012-04-24 00:00:00,"['Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PlayStation Vita', 'iPhone', 'Macintosh', 'PlayStation 3', 'Xbox 360', 'PC']",['Adventure'],9.3,amazing,Mature,"['Sexual Themes', 'Strong Language', 'Intense Violence', 'Drug Reference', 'Blood and Gore']"
2561,Gate of Thunder,['Red Entertainment'],['Hudson Soft'],,,1992-02-21 00:00:00,['Wii'],['Shooter'],8.5,great,,
2562,Time Crisis Strike,['Namco Networks'],['Namco Networks'],['Time Crisis'],,2009-02-04 00:00:00,['iPhone'],['Shooter'],7.2,good,,
2563,WRC 7,['Kylotonn'],['BigBen Interactive'],['WRC FIA World Rally Championship'],,2017-09-15 00:00:00,"['PlayStation 4', 'Xbox One', 'PC']",['Racing'],7.3,good,Everyone,['No Descriptors']
2564,Twisted Metal,['Eat Sleep Play'],['Sony Computer Entertainment'],['Twisted Metal'],"['Local - VS # of Players', 'Number Of Players', 'Online', 'Online - VS Number Of Players']",2012-02-14 00:00:00,['PlayStation 3'],"['Racing', 'Action']",9.0,amazing,Mature,"['Blood and Gore', 'Intense Violence', 'Strong Language']"
2565,Where is my Heart?,['Copenhagen Game Collective'],['Copenhagen Game Collective'],,,2011-11-08 00:00:00,"['Macintosh', 'PC', 'PlayStation Portable']",['Platformer'],7.0,good,Everyone,['No Descriptors']
2566,Stella Deus: The Gate of Eternity,['Pinegrow'],"['505 Games', 'Atlus', 'Sony Computer Entertainment']",,"['Vibration', 'DualShock', 'Stereo Surround', 'Dolby Pro Logic II', 'Memory Blocks', 'Memory Card']",2004-10-28 00:00:00,"['PlayStation 3', 'PlayStation 2']","['Strategy', 'RPG']",7.7,good,Teen,"['Violence', 'Suggestive Themes', 'Language']"
2567,Fallout 4 VR,['Bethesda Game Studios'],['Bethesda Game Studios'],['Fallout'],"['PlayStation VR', 'VR', 'HTC Vive VR']",2017-12-01 00:00:00,"['PC', 'PlayStation 4']",['RPG'],7.9,good,Rating Pending,
2568,Kagero: Deception II,['Tecmo'],"['Tecmo', 'Electro Source']",,"['Number Of Players', 'Vibration']",1998-03-30 00:00:00,['PlayStation'],['Strategy'],8.5,great,Mature,"['Animated Blood', 'Animated Violence']"
2569,Hunting Unlimited 2009,,['ValuSoft'],,['Number Of Players'],2008-07-22 00:00:00,['PC'],['Hunting'],7.0,good,Teen,"['Blood', 'Violence']"
2570,Rime,"['Tequila Works', 'Tantalus']","['Grey Box', 'Six Foot Games']",,,2017-05-26 00:00:00,"['Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4']",['Adventure'],6.5,okay,Everyone 10+,['Fantasy Violence']
2571,Metal Slug X,"['SNK [1978-2001]', 'DotEmu']","['SNK [1978-2001]', 'SNK Playmore', 'Agetec', 'Hamster Corporation']","['Metal Slug', 'ACA NeoGeo']","['Memory Card', 'Vibration', 'DualShock', 'Online Co-Op Multiplayer']",1999-01-01 00:00:00,"['PlayStation 4', 'Nintendo Switch', 'Xbox One', 'PC', 'iPhone', 'Wii', 'PlayStation Portable', 'PlayStation 3', 'PlayStation', 'NeoGeo', 'Arcade']",['Shooter'],9.0,amazing,Teen,"['Violence', 'Blood', 'Crude Humor', 'Animated Violence', 'Mild Animated Violence']"
2572,Scaler,['A2M (Artificial Mind and Movement)'],"['Ingram Entertainment', 'Global Star', 'TDK Mediactive']",,"['Memory Card', 'Number Of Players', 'Stereo Surround', 'Vibration', 'DualShock']",2004-10-20 00:00:00,"['GameCube', 'PlayStation 2', 'Xbox', 'Game Boy Advance']","['Platformer', 'Action', 'Adventure']",8.0,great,Everyone,['Cartoon Violence']
2573,Minimum,['Human Head Studios'],['Atari'],,,2014-06-30 00:00:00,['PC'],['Shooter'],6.5,okay,,
2574,Super Mario Bros. 3,"['Nintendo Entertainment Analysis & Development (EAD)', 'Nintendo R&D2', 'Nintendo R&D4']",['Nintendo'],['Mario'],"['Multi-cartridge Multiplayer', 'Cartridge Save', 'Single-Cartridge Downloadable Multiplayer', 'e-Reader']",1990-02-01 00:00:00,"['Nintendo Switch', 'Wii U', 'Nintendo 3DS', 'Wii', 'NES']",['Platformer'],9.5,amazing,Everyone,['No Descriptors']
2575,Assassin's Creed: Brotherhood,['Ubisoft Montreal'],['Ubisoft'],"[""Assassin's Creed""]","['Online', 'Online Versus Multiplayer']",2010-03-26 00:00:00,"['Macintosh', 'PC', 'Xbox 360', 'PlayStation 3']",['Action'],8.0,great,Mature,"['Strong Language', 'Violence', 'Blood', 'Sexual Themes']"
2576,Swashbucklers: Blue vs. Grey,['Akella'],"['1C Entertainment', 'Atari']",,['Number Of Players'],2007-11-07 00:00:00,"['PlayStation 2', 'PC']","['Action', 'Adventure']",4.0,bad,Mature,"['Blood and Gore', 'Strong Language', 'Violence']"
2577,FunkMaster Flex's Digital Hitz Factory,['Jester Interactive'],"['Jack Of All Games', 'Jester Interactive', 'Ingram Entertainment', 'XS Games']",,"['Number Of Players', 'Memory Card', 'Mic/Headset Voice', 'Memory Blocks', 'Vibration', 'DualShock']",2003-05-30 00:00:00,"['PlayStation 2', 'Xbox']","['Puzzle', 'Music', 'Editor']",7.0,good,Everyone,['No Descriptors']
